ArticleText,ArticleCategory
"From: cs3sd3ae@maccs.mcmaster.ca (Holly       KS)
Subject: Re: Western Digital HD info needed
Nntp-Posting-Host: maccs.dcss.mcmaster.ca
Organization: Department of Computer Science, McMaster University
Lines: 11

My Western Digital also has three sets of pins on the back. I am using it with
another hard drive as well and the settings for the jumpers were written right 
on the circuit board of the WD drive......MA SL ??

I can't remember what the last one was. If you can't find these markings on the
circuit board, I'll open my machine and tell you what mine are.......

Kevin Holly
McMaster University, Hamilton, Ontario
hollyk@mcmail.cis.mcmaster.ca

",hardware
"From: LesleyD@cup.portal.com (Lesley Volta Davidow)
Subject: Re: Zeos Computers
Organization: The Portal System (TM)
Distribution: world
Lines: 11

I recently purchased the then current Pkg.# 486dx-33 for $2395 (but changed
to NEC 3FGx monitor upgrade). Buy this Pkg. #3 now - for $100 more, you now
get a bigger HD - 340mb with @256 HD cache. 30 days ago, when I bought this
pkg., it was 245mb with @132K HD cache. This is a great deal although it is
generally recommended you at least upgrade to the 15' Zeos (CTX) monitor for
$99 more I believe.  Whether you also upgrade to the Diamond Viper video
card is your choice. I stayed with the Diamond Speedstar Pro. Zeos Tech
Support is really good - call after normal business hours to get the 
fastest access. The hardest part about buying a Zeos is the wait till it is
delivered - once you order you can hardly wait to get it! There are quite a
few good mail order houses around - lots of bang for buck with Zeos.
",hardware
"From: S903146@mailserv.cuhk.hk
Subject: Re: DOS6 - no boot disk required if you don't want EMM386 to load
Nntp-Posting-Host: wksa16.csc.cuhk.hk
Organization: Computer Services Centre, C.U.H.K.
Distribution: usa
Lines: 20

In article <ls91poINNsvf@levelland.cs.utexas.edu> sms@cs.utexas.edu (Stephen Mark Sanderson) writes:
>From: sms@cs.utexas.edu (Stephen Mark Sanderson)
>Subject: DOS6 - no boot disk required if you don't want EMM386 to load
>Date: 8 Apr 1993 15:12:40 -0500
>Everybody, DOS 6 users in particular, take note:  if you want to play games
>that hate/use their own upper memory manager, DOS 6 is not a problem.  No
>boot disks required.  As your system starts up, hit the F5 key.  This tells
>it to bypass config and autoexec altogether.  You get a plain, generic session
>of DOS, with nothing loaded.  <there's another function key that actually
>steps thru config.sys asking if you want to execute each line, but I've
>forgotten it at the moment...you can try finding it - I think it's F9...>

     No, you need not bypass the config.sys, in Dos 6.0, there is a function 
of multi-config, have you tried BOOT.SYS ? the multi-config is the kind that 
you can choose you config.sys at the startup. And I find that is very good. 
It has no conflict to QEMM. (I have problem when using BOOT.SYS)
    The key you say is F8, which is trace the config.sys step by step.
    Sorry, if any error :)

Phillip   (phillipau@cuhk.hk)
",hardware
"From: cscon101@uoft02.utoledo.edu
Subject: 1-800-832-4778 Western Digital  NO REPLY
Organization: University of Toledo, Computer Services
Lines: 3

1-800-832-4778 Western Digital's Voice Mail -
Can get information on many drives, or an
actual person at the end.
",hardware
"From: greg@anacapa.NCEL.Navy.Mil (Gregory K. Ramsey)
Subject: Micron Computer, Inc. (Formerly Edge Technology)
Organization: Naval Civil Engineering Lab, Port Hueneme
Lines: 9

Since the net has convinced me not to try FastMicro (if they
were still answering their phones) does anybody have any
opinions on Micron Computer, Inc?  Their 486VL Magnum got an
Editors Choice in the Jan 26th roundup of 486/66s.

Email and I'll sumarize.

Greg
greg@ncel.navy.mil
",hardware
"From: d12751@tanus.oz.au (Jason Bordujenko)
Subject: DAC Circuit
Organization: Pro-Net Australia
Lines: 54

G'day All,

I was looking to build a Parallel Port Digital to Analogue Converter the other
day and came across this schematic which I promptly threw together on a piece
of VeroBoard:


     P2----22k----+
     P3----48k----|
     P4----100k---|
     P5----200k---|
     P6----400k---|
     P7----800k---|    10uf electrolytic
     P8----1M6----|  +
     P9----3M2----+---||--+----------
                          |            +
            47nF ceramic  -   
                          -
                          |            -
     P25------------------+----------


(Please excuse the obvious limits of the Lower ASCII char set :=)

I have it all constructed here and sitting inside a nice little grey ABS box.

Unfortunately I can't get it to work... I have a little demo here by the name
of Cronologia (Which the schematic came from) and all I can get it to pump
out of the box is data type hash/static with a small amount of music signal
behind it - it's even worse than the speaker inside the machine.

Does anybody out in net.colourful.computer.world have any ideas/suggestions/
better designs/improvements/wastepaper bin... etc?

Many thanks for a reply via this conference or email.

  //
\X/  Regards, Jason.
---

+-------------------------------------------------------------------------+
| Jason Bordujenko                                    Computer Department |
| InterNet/UseNet: d12751@tanus.oz.au           Townsville Grammar School |
| FidoNet Node   : 3:640/702 (Grammar BBS)               45 Paxton Street |
| Data Phone No. : +61 77 72 6052 (Int.)       Townsville Queensland 4810 |
|                : (077) 72 6052 (Aust.)                        Australia |
| Facsimilie     : +61 77 72 2340 (Int.)                                  |
|                : (077) 72 2340 (Aust.)                                  |
+-------------------------------------------------------------------------+
|                           God made him simple,                          |
|                           science made him god                          |
|                                                                         |
|                    -Stephen King's `The LawnMower Man'                  |
+-------------------------------------------------------------------------+
",hardware
"From: ab245@cleveland.Freenet.Edu (Sam Latonia)
Subject: Re: Heatsink needed
Organization: Case Western Reserve University, Cleveland, Ohio (USA)
Lines: 9
NNTP-Posting-Host: slc10.ins.cwru.edu


Andrew,
You can get the heat sinks at Digi-Key 1-800-344-4539 part #HS157-ND
$4.10  size 1.89""L x 1.89""W x .600""H  comes with clips to install it.
But if it was me I would get a $12.99 small fan from Radio Shack
and install it where it could just blow at the cpu instead...Sam
-- 
Gosh..I think I just installed a virus..It was called MS DOS6...
Don't copy that floppy..BURN IT...I just love Windows...CRASH...
",hardware
"From: mblawson@midway.ecn.uoknor.edu (Matthew B Lawson)
Subject: Which high-performance VLB video card?
Summary: Seek recommendations for VLB video card
Nntp-Posting-Host: midway.ecn.uoknor.edu
Organization: Engineering Computer Network, University of Oklahoma, Norman, OK, USA
Keywords: orchid, stealth, vlb
Lines: 21

  My brother is in the market for a high-performance video card that supports
VESA local bus with 1-2MB RAM.  Does anyone have suggestions/ideas on:

  - Diamond Stealth Pro Local Bus

  - Orchid Farenheit 1280

  - ATI Graphics Ultra Pro

  - Any other high-performance VLB card


Please post or email.  Thank you!

  - Matt

-- 
    |  Matthew B. Lawson <------------> (mblawson@essex.ecn.uoknor.edu)  |   
  --+-- ""Now I, Nebuchadnezzar, praise and exalt and glorify the King  --+-- 
    |   of heaven, because everything he does is right and all his ways  |   
    |   are just."" - Nebuchadnezzar, king of Babylon, 562 B.C.           |   
",hardware
"From: djweisbe@unix.amherst.edu (David Weisberger)
Subject: Booting from B drive
Nntp-Posting-Host: amhux3.amherst.edu
Organization: large
X-Newsreader: TIN [version 1.1 PL7]
Lines: 17

I have a 5 1/4"" drive as drive A.  How can I make the system boot from
my 3 1/2"" B drive?  (Optimally, the computer would be able to boot
from either A or B, checking them in order for a bootable disk.  But
if I have to switch cables around and simply switch the drives so that
it can't boot 5 1/4"" disks, that's OK.  Also, boot_b won't do the trick
for me.)

Thanks,
  Davebo

--
David Weisberger   | Q: Mr. President, do you care to say any more about the
                   |    operational details of the airlift?
djweisbe           | THE PRESIDENT:  No.
@unix.amherst.edu  | Q: How about explaining to the American people why it's
                   |    an important issue for the United States to undertake?
                   | THE PRESIDENT:  What?
",hardware
"From: franke@andrej.informatik.rwth-aachen.de (Christian Franke)
Subject: Info about Fast Centronics, ECP, EPP
Organization: Rechnerbetrieb Informatik - RWTH Aachen
Lines: 25
NNTP-Posting-Host: andrej.informatik.rwth-aachen.de
Keywords: Centronics, ECP, EPP

Hello,

in the EDN magazine I found a note about the new C&T 82C735
I/O Controller. It support several parallel port protocols,
including
	Fast Centronics
	Microsoft Enhanced Capabilities Protocol (ECP)
	Enhanced Parallel Port (EPP)
The last two handle data rates up to 2Mbytes/sec.

Is there any specification about these protocols available?

Regards,

	Christian Franke

	Aachen University of Technology
	Informatik I
	Ahornstrasse 55
	W-5100 Aachen
	Germany
	Tel.: +49.241.80-21111
	E-Mail: franke@informatik.rwth-aachen.de


",hardware
"From: erzberg@ifi.unizh.ch (Martin Erzberger)
Subject: Re: Monitor for XGA
News-Software: IBM OS/2 PM RN (NR/2) v0.16 by O. Vishnepolsky and R. Rogers
Lines: 12
Nntp-Posting-Host: sangria
Reply-To: erzberg@ifi.unizh.ch (Martin Erzberger)
Organization: University of Zurich, Department of Computer Science

In <1993Apr15.211053.35792@watson.ibm.com> kaul@vnet.ibm.com writes:
>my home Viewsonic 6.  I like the Multisyncs because it's easy to run them
>in modes like 800x600x64k colors noninterlaced, or at higher modes like
>1360x1024x16.
Oh yeah! I just got my new Eizo Flexscan yesterday (to replace my old 8515), and
I tried it with 1360x1024. This mode is just great! I can get four perfectly readable
command windows on the screen! And if I need more colors, I can go back to 1024x768
or even 800x600.
One thing I am wondering though: Why isn't there a MONxxxx.DGS file which contains
ALL the resolutions up to 1360x1024? Now I have to change the XGASETUP.PRO every
time I want to switch, instead of simply going through the system settings of OS/2.
Regards, Martin Erzberger
",hardware
"From: disteli@inf.ethz.ch (Andreas Reto Disteli)
Subject: S3
Nntp-Posting-Host: lillian-gw
Organization: Dept. Informatik, Swiss Federal Institute of Technology (ETH), Zurich, CH
Lines: 40


Re: Problems with S3-initialization

As described the manual the following steps must be done for th initialization
of the S3 card.

InitDisplay;
	(*BIOS-Call
		with AX-Reg = 4F02H
		with BX-Reg = 105H for 1024 x 768 x 256 resolution
		Interrupt 10H *)
Unlock Register Lock 1 (CR38)
	(* For access to S3 Register Set *)
Unlock Register Lock 2 (CR39)
	(* For access to Syst. Control and Syst. Extension Register *)
Unlock Graphic Command Group (CR40)
	(* Set Bit 0 to 1 in Syst. Configuration Register *)
Unlock Advanced Display Functions
	(* Set Bit 0 to 1 in Function Control Register *)

After these operations the FIFO-stack of the S3 should be empty.
When we watch the status (Graph. Proc. Status), we always get
the value 0FH instead of 0H.
Full would mean 0FFH (8 places occupied), empty would mean 0H
(0 places occupied).

It is possible to read this register in two different ways. 
Both times we get different results.



Our machine is a 486 DX/2 with EISA bus and a S3 86C805 local bus. 

--> any ideas?

Andreas Disteli
Institut fuer Computersysteme, ETH Zuerich
email: disteli@inf.ethz.ch


",hardware
"From: penev@rockefeller.edu (Penio Penev)
Subject: Re: Recommendations for a Local BUS (Cached) IDE Controller
Reply-To: penev@venezia.rockefeller.edu
Organization: Rockefeller University
X-Newsreader: TIN [version 1.1 PL8]
Distribution: usa
X-Posted-From: venezia.rockefeller.edu
NNTP-Posting-Host: sol.ctr.columbia.edu
Lines: 19

On 15 Apr 1993 20:14:20 GMT Divya Sundaram (sundaram@egr.msu.edu) wrote:

| I would like to hear the net.wisdom and net.opinions on IDE Controllers.
| I would liek to get a IDE controller card for my VLB DX2 66 Motherboard.
| What are good options for this (preferably under $200). It MUST also work
| under OS/2 and be compatible with Stacker (and other Disk Compression S/W).

I have a Maxtor 212MB on an ISA IDE controller, although my machine is
DX2/66 VLB. I has the save transfer rate of 0.647 MB/s regardless of
the variations of the ISA bus speed. I tested it with speed between
5.5MHz and 8.33MHz. Not _any_ difference. The problem is not the
interface between the controller and the memory.

My advice: Buy 4Megs of RAM, save $70 and enjoy performance.

--
Penio Penev  x7423 (212)327-7423 (w) Internet: penev@venezia.rockefeller.edu

Disclaimer: All oppinions are mine.
",hardware
"From: L.H.Wood@lut.ac.uk
Subject: An 8051 simulator - is example code available?
Reply-To: L.H.Wood@lut.ac.uk (Lloyd Wood)
Organization: Loughborough University, UK.
Lines: 25

Hello world,
 
I'm attempting to write an 8051 simulator on an IBM PC for teaching
purposes, so that first-year elec-eng students can 'see' the workings
of the microcontroller as it performs operations - logical ands, for
example, being shown on a bit-by-bit basis (1 AND 1 = 1) so that the
students can see that it's not really a mystical process, but totally
logical, for example. Every instruction should show some 'working',
and not just alter register/memory/port contents.
 
Does anyone know of any freely-available example simulation code,
in Pascal or Modula-2, that would show me where I'm going wrong
in writing my simulator? [I'm using Ayala's -The 8051 Microcontroller-
as a reference - the simulator supplied with the package is overkill
for simple teaching purposes, I feel, and there's no source code to help
you roll your own.]
 
Please email me if you can help, or if you know of somewhere more 
appropriate I should be posting this  - I rarely scan these groups.
 
Thanks,
 
Lloyd Wood
L.H.Wood@lut.ac.uk 

",hardware
"From: ph12hucg@sbusol.rz.uni-sb.de (Carsten Grammes)
Subject: ****  WANNA SEX !!!  ****
Organization: Universitaet des Saarlandes,Rechenzentrum
Lines: 27
NNTP-Posting-Host: sbusol.rz.uni-sb.de

Hello,

you're not quite sure if that's a joke or not? Anyway you read the article!

--> You're right!!!

(1. The header (only this) IS a joke, 2. it's worth reading)

Perhaps some of you know my regular 'List of IDE Harddisk specs' where I
give all available information about IDE Harddrives. I am strongly
interested in contacting the manufacturers directly. But I have no money
for overseas calls, so I need

	HARDDISK MANUFACTURER's  EMAIL ADDRESSES

Please help if you can!

Carsten.


*********************************************************************
Carsten Grammes			Internet: ph12hucg@rz.uni-sb.de
Experimental Physics		Voicenet: 49-681-302-3032
Universitaet Saarbruecken	Faxnet  : 49-681-302-4316
6600 Saarbruecken
Germany
*********************************************************************
",hardware
"From: s913579@minyos.xx.rmit.OZ.AU (Lost Cause)
Subject: Connection Machine
Organization: Royal Melbourne Institute of Technology
Lines: 19
NNTP-Posting-Host: minyos.xx.rmit.oz.au

Hiya all,
	
	I realise this has little to do with pc's but it does have a lot to do
	with hardware....

	So, has nay of you heard of a computer called the Connection Machine.
	If so, could you e-mail me any and all info you have,
	eg- references, ideas etc.

	All help is appreciated.  

	Caviar Dreams
	L.Cause

-- 
+----s913579@minyos.xx.rmit.OZ.AU---Royal Melbourne Institute of Technology---+
|    _/   ""Music is like directing sounds theatrically, moulding them into    |
|   _/_/   landscapes.. I wanted to link my music to places, architectural    |
|  _/_/_/  environments and visual techniques.""                - J.M.Jarre    | 
",hardware
"From: rosa@ghost.dsi.unimi.it (massimo rossi)
Subject: ide &scsi controller
Organization: Computer Science Dep. - Milan University
Lines: 16

hi folks
i have 2 hd first is an seagate 130mb
the second a cdc 340mb (with a future domain no ram)
i'd like to change my 2 controller ide & scsi and buy
a new one with ram (at least 1mb) that could controll 
all of them
any companies?
how many $?
and is it possible via hw or via sw select how divide
the ram cache for 2 hd? (for example using dos that is 
about all on one hd i'd like to reserve ram cache just to it)

thanks to all
write at   rosa@ghost.sm.dsi.unimi.it


",hardware
"From: nghiah@extro.ucc.su.OZ.AU (Nghia Huynh)
Subject: Apple hard disk drive?
Nntp-Posting-Host: extro.ucc.su.oz.au
Organization: /etc/organization
Lines: 15


	Just wanted to ask a question. I bought a hard disk drive second-hand
the other day, and I opened the packaging up and saw that there was a small
sticker on the drive that had a little red apple with a bite taken out of it.
It's socket did not look the same as my existing hard disk that is in my
computer already (it has fifty little pins sticking out from it instead of
the 39 that is sticking out of my old hard disk.
I don't know if disk drives for the Apple (or Mac) are different from ones
used in AT clones, so could someone tell me if I could use this hard disk
on my AT clone? If not, what did I just purchase? It's a Quantum Prodrive.
It's dated 1988 on the green board. Will I need a controller/add-in card?
All the help is much appreciated. Thanks! :)


PC
",hardware
"From: timhu@ico.isc.com (Timothy Hu)
Subject: Re: Hard disk question
Organization: Interactive Systems Corp., Boulder CO
Lines: 24

In article <Aovai.0bp4@qube.OCUnix.On.Ca> Aovai@qube.OCUnix.On.Ca (Aovai) writes:
>Hi,
>
>I just disassembled my old XT and get 2 disk drives - 30M hard drive and a 
>360K floppy drive.  My questions are:
>
> -can I use these 2 drives as drives D & E on my 386SX25 ?  This 386SX25
>  currently has 80M hard drive, 1.2M & 1.44M floppy drives.
>
> -if I can, what s/w or h/w do I need ?
>

I would doubt that you would be able to use the hard drive. XT drives
usually came in MFM or RLL flavors. I bet your 386SX has IDE drives. The
two are not compatible on the same controller. However, you might be
able to use the drive *with its controller* in your 386SX. You should be
able to plug your 360K drive into your existing 386SX controller (I
think). You might have to use the floppy controller that was used in the
XT.
-- 
Timothy Hu timhu@ico.isc.com     | The intelligence (or lack of) expressed
Interactive Systems Corporation  | above does not necessarily reflect
Resource Solutions International | that of anyone else.
also:thu@grips0.uwyo.edu
",hardware
"From: dtodd@titan.ucs.umass.edu (David M. Todd)
Subject: What video board for my system?
Organization: University of Massachusetts, Amherst
Lines: 40
Reply-To: David.Todd@Psych.UMass.EDU
NNTP-Posting-Host: titan.ucs.umass.edu

I'd appreciate any advice about a video card for my system:

486-33 DX, 16 mb of ram
on a Novell 3.11 network
Monitor:  NEC 4FGe, capable of 76 Hz vertical refresh rate

Major considerations:

I expect I will work mostly in windows, but with some DOS
applications and I would want decent speed in DOS.  I do mostly word
processing, database and communications--not much intensive graphics.

With a 15"" monitor, I expect I will work mostly in 800X600 and 256
colors seems plenty, but I'd like like the image to be sharp, fast,
and rock solid.

Other considerations:

I sometimes run a Unix clone (Coherent) and I understand that some
companies (e.g. Diamond?) don't encourage the third-party
development of drivers.

I might move to OS/2 if I decide I need better speed and reliability
than I get with Windows for my database work and multitasking.

I don't have a local bus motherboard--I'm not sure how much to invest
in an ISA video board (versus getting something less expensive now and
upgrading to local bus later).

I like buying things from companies that treat their customers well.

If you have any advice for me, I'd love to hear it via email or post.

Thanks.


|~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ David M. Todd ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~|
|Department of Psychology, University of Massachusetts, Amherst, MA 01003 USA|
|Phone: 413/545-0158 ___ <David.Todd@Psych.UMass.EDU> ____  Fax: 413/545-0996|

",hardware
"From: spring@diku.dk (Jesper Honig Spring)
Subject: 486/66DX2 (ISA) vs. 486/50DX2 (EISA)
Organization: Department of Computer Science, U of Copenhagen
Lines: 18


Hello,

Can anyone give me their opinion on which system has got the best overall
system performance;

486/66DX2 with ISA-BUS or
486/50DX2 with EISA-BUS

The systems are equal in all other areas.

Thanks in advance

-- 
-------------------------------------------------------------------------------
jesper honig spring, spring@diku.dk |        IF ANIMALS BELIEVED IN GOD       
university of copenhagen, denmark   |         THE DEVIL WOULD BE A MAN
-------------------------------------------------------------------------------
",hardware
"From: Allen.Gervais@ttlg.UUCP (Allen Gervais)
Subject: Mountain Tape Backup
Lines: 18

DH>>Does anyone out their have a mountain tape backup that I could compare
DH>>notes with, (jumper settings, software, ect...)
DH>>or does anyone know where I could contact the makers of this drive ?

DH>You can contact Mountain Network Solutions at:
DH>800-458-0300 (general number)
DH>408-438-7897 (tech support)
DH>408-438-2665 (bbs)

Thanks very much for the info David !
Especially for their tech and BBS lines.
This should get me going...

Bye !
___
 X SLMR 2.1a X It's only a hobby ... only a hobby ... only a

 * Origin: The Keep BBS (1:342/13)
",hardware
"From: csd25@keele.ac.uk (C.M. Yearsley)
Subject: Re: CTX
Lines: 22
Distribution: world
NNTP-Posting-Host: seq1.cc.keele.ac.uk
X-Newsreader: TIN [version 1.1 PL6]

I started a similar thread about a month ago, and got many replies.
The summary:

CTX 14"": Nasty, low quality. Avoid.

CTX 15"" Proscan: Not as good as some other makes; however, cheap.
  Main problem seems poor quality control. Some reported pincushioning
  (the problem I had), others poor focus, etc, etc.

I complained about mine and it was 're-tuned' (I dodn't even pay
shipping) and returned to me in 2 days. 

It's now clear, well-focussed and has no pincushioning or barrel
distortion at all. I'm very happy with it, and the digital
controls and mode memory are nice. Certainly, a Trinitron
(say) would be much nicer, but that's well out of my price range.

Conclusion: If you're on a budget, get one and be prepared to
send it back if it's not perfect. It probably won't be when you get it,
but has good potential.

Chris
",hardware
"From: penev@rockefeller.edu (Penio Penev)
Subject: Re: 486/66DX2 (ISA) vs. 486/50DX2 (EISA)
Reply-To: penev@venezia.rockefeller.edu
Organization: Rockefeller University
X-Newsreader: TIN [version 1.1 PL8]
X-Posted-From: venezia.rockefeller.edu
NNTP-Posting-Host: sol.ctr.columbia.edu
Lines: 14

On Fri, 16 Apr 1993 10:00:19 GMT Jesper Honig Spring (spring@diku.dk) wrote:

| Can anyone give me their opinion on which system has got the best overall
| system performance;

| 486/66DX2 with ISA-BUS or
| 486/50DX2 with EISA-BUS

468DX2/66 EISA/VESA. Royal, among others, is celling such a system for $2010.

--
Penio Penev  x7423 (212)327-7423 (w) Internet: penev@venezia.rockefeller.edu

Disclaimer: All oppinions are mine.
",hardware
"From: marka@hcx1.ssd.csd.harris.com (Mark Ashley)
Subject: Re: IDE vs SCSI
Organization: Ft. Lauderdale, FL
Lines: 17
NNTP-Posting-Host: hcx1.ssd.csd.harris.com

>: >>I almost got a hernia laughing at this one.
>: >>If anything, SCSI (on a PC) will be obsolete-> killed off by Vesa Local
>: >>Bus IDE.  It must be real nice to get shafted by $20-$100 bucks for the
>: >>extra cost of a SCSI drive, then pay another $200-$300 for a SCSI controller.

First off, with all these huge software packages and files that
they produce, IDE may no longer be sufficient for me (510 Mb limit).
Second, (rumor is) Microsoft recognizes the the importance of SCSI
and will support it soon. I'm just not sure if it's on DOS, Win, or NT.
At any rate, the deal is with Corel who makes (I hear) a good
cohesive set of SCSI drivers.

-- 
-------------------------------------------------------------------------
Mark Ashley                        |DISCLAIMER: My opinions. Not Harris'
marka@gcx1.ssd.csd.harris.com      |
The Lost Los Angelino              |
",hardware
"From: jschief@finbol.toppoint.de (Joerg Schlaeger)
Subject: Re: difference between VLB and ISA/EISA
Distribution: world
Organization: myself
Lines: 24

hurley@epcot.spdc.ti.com writes in article <1993Apr14.090534.6892@spdc.ti.com>:
> 
> What about VLB and a 486dx50.   Does the local bus still run at 33Mhz or does
> it try to run at 50Mhz???
> 
> 
> Brian
> 
> 
Hi,
VLB is defined for 3 cards by 33MHz
and 2 cards by 40MHz

there are designs with 50MHz and 2 VLB-Slots.
(s. C't 9.92, 10.92, 11.92)

50MHz and 2 Slots are realy difficult to design.

Better OSs (OS/2 & iX) are able to handle more than 16MB of DRAM,
if you use EISA-Bus.
Has someone experience with VLB ??
I think of SCSI-VLB-Busmaster. The problem is the 16bit Floppy DMA
controller, which is unable to reach more than 16MB.
Joerg
",hardware
"From: griffith@egr.msu.edu (Terry Griffith)
Subject: orchid fahrenheit sparkel...the answers......
Organization: Michigan State University, College of Engineering
Lines: 21
Distribution: na
NNTP-Posting-Host: elvira.egr.msu.edu



OK..... thanks to all of you who responded to my post.
here's the ""official"" response from orchid..
Orchid is aware of the problem, the new rev of the board (rev d) SHOULD         (not would) take care of the problem. production was scheduled to start
on april 15, I have no confirmation that production did start on this day
just the word of the tech on the other line.

now the flame......
you would think a company like Orchid who has produced good quality products in the past would be more helpfull and willing to make right on a screwup of theirs. 
very poor tech support (the first 2 times I called I must have spoke with the
janitor because they where talking craziness) the last time I talked to a tech  named ""paul"" and he seemed to have a pretty good idea what was going on.
until these problems are resovled neither myself nor my department will buy
or recommend orchid products.

flame off.....

again thanks to all of you who answered my post.

Terry

",hardware
"From: tovecchi@nyx.cs.du.edu (tony vecchi)
Subject: two questions
Organization: Nyx, Public Access Unix @ U. of Denver Math/CS dept.
Lines: 14


Two questions:
1: I'm trying to figure out how to access cmos advanced chip setting on a
EISA motherboard (AIR) that has AMI bios..specifically I would like to set
the atclk or wait states or bus speed on this board, I can't seem to be
able to do it..any help in this area would be greatly appreciated.

2: I am looking for a phone number for WANGTEK tape drives, specifically I
am looking for jumper settings on a 5099EN24 drive..

Thanks in advance.
Tony


",hardware
"From: marka@hcx1.ssd.csd.harris.com (Mark Ashley)
Subject: EISA tape controllers
Organization: Harris CSD, Ft. Lauderdale, FL
Lines: 11
Distribution: usa
NNTP-Posting-Host: hcx1.ssd.csd.harris.com

Is there a QIC-80 format tape drive that comes
with an EISA controller ?
Colorado's 250 only has ISA and MCA controllers.

Thanks. e-mail please.

-- 
-------------------------------------------------------------------------
Mark Ashley                        |DISCLAIMER: My opinions. Not Harris'
marka@gcx1.ssd.csd.harris.com      |
The Lost Los Angelino              |
",hardware
"From: ac940@Freenet.carleton.ca (Lau Hon-Wah)
Subject: Re: Choosing an appropriate Power Supply--PLEASE HELP!
Reply-To: ac940@Freenet.carleton.ca (Lau Hon-Wah)
Organization: The National Capital Freenet
Lines: 24


In a previous article, lopes@cogsci.ucsd.edu (alann lopes) says:
[...]
>
>The problem is that I recently had an HD go bad and
>someone suggested that it may have been because of
>an inadequate Power Supply -- How does one know
>what kind of wattage is necessary to run two large
>Maxtors (1.2 and 660).

I am not an expert. My understanding is the watts output of the power 
supply must exceed the sum of the hard disk watts requirement.

Typically, a 200W power supply is sufficient to power a PC.

Hope this help.

Lau Hon-Wah
-- 
",hardware
"From: dab6@po.CWRU.Edu (Douglas A. Bell)
Subject: Re: Why VESA Local-Bus ????
Organization: Case Western Reserve University, Cleveland, OH (USA)
Lines: 15
Reply-To: dab6@po.CWRU.Edu (Douglas A. Bell)
NNTP-Posting-Host: slc12.ins.cwru.edu


In a previous article, guyd@austin.ibm.com (Guy Dawson) says:

>Something to bear in mind is what the V in VLB stands for!
>
>V for Video - the origional intention of the bus was to speed up
>the bus so that large memory to memory transfers would be faster.
>This is espically useful in transfering data from main memory to
>video memory.


Well, not to be picky, but the V in VLB stands for VESA.
While the V in VESA stands for video, saying the V in VLB stands
for video is not entirely correct.
-- 
",hardware
"From: volkert@kub.nl (Volkert)
Subject: Q: which of these CD-ROM players would you choose for OS/2?
Organization: Tilburg University, Tilburg, The Netherlands
Nntp-Posting-Host: itkdsh.kub.nl
Lines: 38

-------------------------------------------------------------------------
Netters!

I need a cdrom drive as my order was cancelled and thought 'Why not ask
the net.community'? I was ordering a Nec CDR-74 but saw so much cheaper
ones that I want to know more.
The drive will be used to install software and (if available) for listening
to CD's. Perhaps some day I'll want to use it to read the other CD's, but
that's not really relevant at the moment.

I've been offered the following CD-ROM players, for the prices stated.
They all claim to have SCSI-I, and operate under OS/2.
The drives are not listed in the cdrom-faq and therefor, please give
your opinions on the drives, i've got the impression that they're not
all SCSI. Actually the Nec was listed as non-scsi in the cdrom-faq and as
a compatible SCSI product in the os2faq.

I've calculated the prices as having dutch guilders times 2. It's actually
about times 1.8.

Mitsumi CRMC     $240
Philips LMS-I    $300
Philips 205      $350
Toshiba ?        $370
Nec CDR-74       $650

Who bought that Trantor that is in the faq? It's extremely cheap and SCSI,
so what's the trick or where can I order it (Holland using MasterCard).

Trantor T128     $200

regards, JV
                                                                /////
name:    J-V Meuldijk                                          [ o o ]
address: gildelaar 4                                            \_=_/
         4847 hw teteringen       fax:     +3176-600220         _| |_ 
         holland                  e-mail:  volkert@kub.nl      / \_/ \
_____________________________________________________________oOOO___OOOo__
",hardware
"From: adcock@bnr.ca (Doug Adcock)
Subject: Perfect MAG MX15F Monitors?
Organization: Bell-Northern Research, BNR-RTP 
Lines: 26

I've been intently following the MAG thread while waiting for
mine to arrive in the mail. There seems to be a lot of
complaints about minor alignment problems with the MX15F. One
article contained a comment that the owner called the factory
and was told that his screen rotation was within spec (1/4"").

Well, my monitor arrived last night and, sure enough, it has
a very noticable barrel distortion. It's not dramatic, but it
is there and it is especially noticable when the image doesn't
fill the entire screen. The fact that it is worse on the right
side doesn't help matters.

What I'm trying to find out is if these minor imperfections
are the norm or are most of their monitors perfect? I don't want
to send it back and get one with the same or an even worse
problem. Does the factory consider this kind of thing normal
and ship their monitors with less than perfect alignment? 
Are other netters just living with these kind of imperfections?

-- 

...............................................................
:      Comments and opinions are mine - not BNR's             :
: Doug Adcock                      adcock@bnr.ca              :
: Bell-Northern Research           Research Triangle Park, NC :
...............................................................
",hardware
"From: scip2060@nusunix1.nus.sg (SARDJONO INSANI)
Subject: Connecting Apple Laserwriter II to IBM PC
Organization: National University of Singapore
X-Newsreader: TIN [version 1.1 PL6]
Lines: 11


Has anyone tried connecting an Apple Laserwriter II to a PC?
Do I need any special controller card or software to do that?

Thanks for any comments.

--
========================
Sardjono Insani
scip2060@nusunix1.nus.sg
========================
",hardware
